CNPJ_ESTAB;NSU_TRANSACAO;DATA_VENDA;VALOR_VENDA;DATA_CREDITO;VALOR_CREDITO
76968786000194;640304;10/07/2025;1296,89;16/07/2025;1252,43
53570780000155;774574;18/07/2025;372,78;18/07/2025;359,97
10978773000174;560064;26/03/2025;537,69;02/04/2025;522,96
86776778000115;103220;05/03/2025;1833,57;10/03/2025;1779,48
65501314000191;183450;01/07/2025;3754,51;03/07/2025;3623,53
39215450000135;941590;10/07/2025;4698,86;16/07/2025;4554,38
44836174000139;360502;31/05/2025;3338,41;06/06/2025;3203,57
62220715000133;290121;18/05/2025;3782,82;24/05/2025;3628,59
40131066000129;464510;06/02/2025;386,73;12/02/2025;377,97
26607344000157;874115;14/04/2025;3617,76;19/04/2025;3599,08
33379878000191;984187;27/06/2025;4347,88;29/06/2025;4131,89
11646224000121;531143;22/10/2025;2703,36;29/10/2025;2639,24
98106149000154;939254;27/12/2025;2480,39;28/12/2025;2407,69
75399497000132;687078;02/04/2025;2645,45;05/04/2025;2598,13
36928716000127;214214;05/10/2025;504,21;07/10/2025;480,38
85142142000161;192983;11/11/2025;1843,72;13/11/2025;1776,66
55459948000145;601025;10/12/2025;2950,03;11/12/2025;2869,58
74893725000171;614787;09/02/2025;1918,63;16/02/2025;1829,97
28481756000116;842672;07/10/2025;1906,34;12/10/2025;1854,09
10250693000156;419984;03/07/2025;3311,55;10/07/2025;3217,66
28465056000114;731338;06/01/2025;1533,16;07/01/2025;1497,71
40970142000125;748557;17/05/2025;699,42;17/05/2025;683,46
12941050000132;435636;02/10/2025;30,90;06/10/2025;30,44
41867222000171;160133;12/05/2025;4888,65;19/05/2025;4809,62
96948998000150;154026;12/04/2025;2914,64;19/04/2025;2802,41
31988772000118;544681;28/07/2025;4984,00;29/07/2025;4803,49
65512653000144;553955;30/06/2025;3007,51;01/07/2025;2862,66
47248586000186;700963;03/09/2025;1333,29;05/09/2025;1270,37
11057236000199;724127;20/03/2025;2572,79;22/03/2025;2498,06
46416792000177;296994;08/11/2025;4953,96;12/11/2025;4900,55
26483394000150;209677;09/05/2025;875,99;13/05/2025;859,26
35428422000123;719437;26/05/2025;4772,83;26/05/2025;4772,81
21502076000183;438709;24/04/2025;3188,74;26/04/2025;3186,27
60632364000171;965723;27/06/2025;1022,73;03/07/2025;1008,67
22145909000118;609297;17/05/2025;558,79;21/05/2025;542,20
86107065000163;383594;19/12/2025;2510,16;21/12/2025;2407,82
19019459000194;954088;17/05/2025;324,45;21/05/2025;318,84
11535618000138;227584;22/01/2025;1494,33;29/01/2025;1438,39
11819330000112;314828;28/05/2025;3472,83;02/06/2025;3450,83
94727839000148;190392;12/06/2025;797,84;13/06/2025;784,08
36820925000199;602440;05/08/2025;3376,42;06/08/2025;3360,85
16112790000177;676208;13/08/2025;3004,58;18/08/2025;2900,38
48382534000157;279571;05/06/2025;3524,47;07/06/2025;3478,55
51395254000146;280758;22/12/2025;3895,53;29/12/2025;3811,11
16843779000189;759919;23/05/2025;2138,04;30/05/2025;2129,27
59130019000155;114171;23/05/2025;1843,99;23/05/2025;1782,48
94026262000197;313645;05/12/2025;4603,25;08/12/2025;4444,59
25738861000179;646187;13/10/2025;121,80;18/10/2025;118,42
36387256000161;167104;29/10/2025;3983,05;31/10/2025;3802,00
35774435000163;154107;12/02/2025;532,32;14/02/2025;516,36
43317867000129;463322;11/02/2025;1309,65;14/02/2025;1301,55
81737699000149;455998;21/04/2025;4154,37;28/04/2025;4040,87
64415420000139;432678;16/06/2025;3717,94;20/06/2025;3563,76
81366250000175;440859;03/02/2025;4173,06;08/02/2025;3994,83
30251857000170;694422;18/09/2025;1373,36;21/09/2025;1340,42
17389296000157;208550;29/12/2025;4619,57;29/12/2025;4516,24
34700229000194;455983;03/12/2025;1107,68;07/12/2025;1054,08
49894888000140;709097;15/01/2025;4975,18;16/01/2025;4943,11
72978963000157;189435;28/12/2025;451,25;02/01/2026;431,46
76087959000134;412371;13/01/2025;309,82;18/01/2025;307,06
54183033000143;540909;29/10/2025;4612,62;05/11/2025;4546,12
33584922000139;255749;02/11/2025;1593,78;05/11/2025;1590,78
53020540000162;150173;29/10/2025;4166,94;03/11/2025;4060,81
41514233000160;916367;07/03/2025;3207,14;07/03/2025;3098,98
82431715000131;911744;15/11/2025;1666,86;15/11/2025;1609,79
76807872000114;234930;31/05/2025;2062,95;03/06/2025;2027,68
66616755000127;563724;03/08/2025;4204,30;03/08/2025;3998,50
87506880000196;469783;26/02/2025;4163,49;04/03/2025;4042,78
36039533000190;636128;19/11/2025;2196,69;21/11/2025;2190,81
80266415000194;617870;02/03/2025;146,03;02/03/2025;139,76
65640860000141;470354;15/09/2025;1116,42;20/09/2025;1085,90
47514140000189;103498;30/08/2025;2049,43;31/08/2025;1989,45
31023628000145;100044;30/03/2025;2558,68;05/04/2025;2534,13
97413940000190;174008;16/03/2025;3524,56;16/03/2025;3464,34
50531830000157;425892;16/09/2025;3948,83;18/09/2025;3835,20
86080949000115;367423;15/08/2025;2241,10;17/08/2025;2134,47
26932187000199;442220;19/04/2025;2250,24;24/04/2025;2188,69
36367006000151;773484;24/08/2025;327,13;29/08/2025;323,86
67613529000174;715519;27/02/2025;4581,04;02/03/2025;4494,12
88645824000165;684351;12/03/2025;3671,25;12/03/2025;3567,17
32901712000117;487246;05/06/2025;4622,74;06/06/2025;4516,83
79948964000129;938063;10/05/2025;2907,45;12/05/2025;2900,63
55387152000174;614232;15/10/2025;1745,47;15/10/2025;1730,53
52843138000185;645674;24/02/2025;4998,38;24/02/2025;4950,68
45213362000188;751821;10/11/2025;1089,86;11/11/2025;1084,14
92797091000175;706901;23/02/2025;4348,22;02/03/2025;4155,28
47558700000194;846049;27/08/2025;1317,84;27/08/2025;1312,89
90854275000145;506730;27/04/2025;1160,84;01/05/2025;1145,83
76947354000170;290438;02/05/2025;650,22;05/05/2025;622,23
32504121000164;806942;08/05/2025;4065,86;10/05/2025;4011,09
25527071000197;279431;12/06/2025;3622,82;17/06/2025;3481,68
88527247000157;229457;19/09/2025;4460,85;20/09/2025;4242,43
37286628000119;227836;05/11/2025;2232,46;10/11/2025;2191,80
68475267000188;977820;06/09/2025;1697,75;08/09/2025;1631,88
20625565000192;894634;06/05/2025;4210,47;12/05/2025;4055,35
91279241000172;678248;18/09/2025;4060,57;25/09/2025;4014,18
65360970000119;179399;28/02/2025;1456,85;05/03/2025;1392,08
52926948000199;224931;09/12/2025;1085,09;13/12/2025;1072,24
68641918000171;256195;04/05/2025;2158,87;08/05/2025;2150,78
82715224000131;194397;15/12/2025;4250,08;16/12/2025;4126,64
12279524000135;217869;16/10/2025;2594,69;22/10/2025;2470,24
89905478000111;767859;25/05/2025;3437,99;27/05/2025;3277,34
37660635000133;315839;24/05/2025;172,60;31/05/2025;172,23
15604054000156;796390;23/11/2025;2082,28;24/11/2025;2050,13
55284147000160;100710;26/07/2025;333,49;30/07/2025;328,11
55200640000113;125314;26/09/2025;1337,93;02/10/2025;1306,21
48317063000163;751819;12/01/2025;112,25;12/01/2025;107,82
11389182000128;193270;01/03/2025;1831,54;01/03/2025;1771,39
79333119000144;377107;08/01/2025;950,46;13/01/2025;949,58
31844584000184;737598;07/12/2025;3572,86;09/12/2025;3490,39
87045477000184;786826;10/07/2025;3567,17;16/07/2025;3492,27
39023357000128;840793;12/04/2025;3318,45;19/04/2025;3221,12
29315519000156;785700;12/03/2025;2277,53;15/03/2025;2233,23
44608486000185;434331;24/11/2025;1624,43;27/11/2025;1556,74
75984089000185;402330;08/09/2025;2851,33;11/09/2025;2764,29
35217084000158;234289;06/07/2025;3591,84;07/07/2025;3421,29
90807716000158;501452;30/03/2025;419,04;04/04/2025;406,34
86809933000121;700394;17/05/2025;4064,07;21/05/2025;4024,06
19417535000132;121456;06/11/2025;3365,30;11/11/2025;3360,93
93685320000188;592522;03/11/2025;4094,25;03/11/2025;3913,47
88470541000116;505842;18/08/2025;560,21;19/08/2025;549,19
61149959000185;202902;08/04/2025;3588,38;10/04/2025;3578,75
75496068000127;634709;23/12/2025;3562,31;30/12/2025;3505,08
58715299000179;256474;05/09/2025;710,84;12/09/2025;694,01
30126110000199;635430;06/12/2025;4363,21;09/12/2025;4267,18
75533788000170;555266;14/12/2025;527,68;14/12/2025;511,06
22694601000122;393010;11/02/2025;4429,42;13/02/2025;4274,09
90931765000145;518056;01/09/2025;1698,02;01/09/2025;1677,90
20087101000148;612861;23/03/2025;2875,52;28/03/2025;2780,57
19919442000176;327190;14/02/2025;4023,18;21/02/2025;3885,61
39636818000135;922073;26/03/2025;265,05;01/04/2025;261,52
24044954000177;753176;24/12/2025;3068,49;25/12/2025;3046,92
98447379000181;909547;17/07/2025;3620,09;21/07/2025;3530,09
32195776000135;326893;12/12/2025;961,44;15/12/2025;916,26
30362165000112;558082;03/10/2025;341,26;06/10/2025;333,11
29447992000156;112403;20/09/2025;4088,09;26/09/2025;3980,16
71985578000137;964190;27/08/2025;4454,96;02/09/2025;4272,85
55144953000116;716046;11/07/2025;3769,25;12/07/2025;3728,16
88295198000195;885376;23/05/2025;4007,66;29/05/2025;3912,83
63947360000147;511065;21/03/2025;2859,11;25/03/2025;2799,37
48203697000155;112314;01/04/2025;4562,42;03/04/2025;4387,24
73395226000150;453112;04/05/2025;1381,96;07/05/2025;1342,70
16530378000158;121018;08/12/2025;3106,86;10/12/2025;3090,27
49889919000191;972214;10/12/2025;789,46;12/12/2025;764,18
86267309000118;196679;30/01/2025;1462,28;30/01/2025;1438,25
13688524000136;666965;26/05/2025;1488,97;29/05/2025;1484,40
45725984000139;828701;16/02/2025;3681,35;20/02/2025;3538,46
87936705000110;999167;10/12/2025;3672,58;16/12/2025;3652,09
13888986000192;970791;08/06/2025;2758,79;14/06/2025;2643,10
56315991000147;804204;09/01/2025;1774,83;14/01/2025;1761,30
50484373000192;630482;30/08/2025;522,95;02/09/2025;500,62
26834888000187;461356;06/03/2025;848,40;07/03/2025;813,62
26640181000165;935633;18/11/2025;4897,59;18/11/2025;4744,90
83897622000185;551839;14/01/2025;4424,33;18/01/2025;4294,39
81410183000127;963885;24/11/2025;2793,34;01/12/2025;2761,56
83763754000169;466501;24/05/2025;4481,99;25/05/2025;4274,69
60852740000178;277786;12/07/2025;4702,62;19/07/2025;4563,35
62608326000169;366160;17/12/2025;1476,17;21/12/2025;1460,40
89527699000119;988784;17/06/2025;3528,09;24/06/2025;3410,74
56262469000176;877778;23/06/2025;1479,49;23/06/2025;1408,09
12368183000140;931694;31/07/2025;2485,07;31/07/2025;2380,90
66260759000130;962572;20/11/2025;4320,46;27/11/2025;4235,28
64309701000181;138504;15/04/2025;2234,40;17/04/2025;2165,39
65095257000192;100939;12/01/2025;807,58;13/01/2025;807,46
81442898000139;877160;06/11/2025;864,31;10/11/2025;835,85
14335794000117;290495;03/12/2025;3672,83;10/12/2025;3495,76
39377363000163;591676;26/06/2025;2850,16;28/06/2025;2816,07
11423104000195;280430;20/03/2025;4472,22;20/03/2025;4256,41
31348155000138;846676;08/10/2025;2074,67;11/10/2025;2030,72
94639785000191;149629;10/06/2025;4659,95;10/06/2025;4574,54
68607987000143;589398;25/12/2025;4224,54;28/12/2025;4201,49
85642046000124;930154;20/11/2025;4231,45;25/11/2025;4151,39
62172348000167;206903;09/11/2025;2926,80;13/11/2025;2889,01
62587400000188;403328;02/01/2025;1400,91;06/01/2025;1380,25
24398858000180;925235;07/11/2025;1276,68;11/11/2025;1265,59
76322948000128;756945;23/05/2025;494,61;30/05/2025;476,66
35985091000165;791150;02/04/2025;3299,86;06/04/2025;3159,78
95941813000118;191811;18/02/2025;3611,18;21/02/2025;3467,77
83815933000121;968902;24/12/2025;4012,86;29/12/2025;3838,77
81495488000165;455866;26/08/2025;127,63;29/08/2025;124,89
11150918000159;237602;02/10/2025;2052,61;05/10/2025;2014,16
72295424000165;850923;21/01/2025;3661,37;21/01/2025;3483,88
20657159000136;103905;22/10/2025;423,26;26/10/2025;402,60
74878695000173;800423;25/12/2025;4180,27;25/12/2025;4146,65
68728403000192;598925;05/02/2025;3031,37;10/02/2025;3028,72
59916982000183;423516;12/10/2025;290,16;12/10/2025;282,44
67793383000150;366287;17/04/2025;1855,52;18/04/2025;1797,39
20824725000131;183373;05/12/2025;4224,98;06/12/2025;4071,90
94323718000117;751084;08/02/2025;2738,21;10/02/2025;2679,94
16565508000116;642742;18/01/2025;309,83;24/01/2025;304,75
73871657000176;180950;31/01/2025;2063,70;31/01/2025;2059,46
41122999000197;895587;01/04/2025;4321,08;01/04/2025;4278,62
58203955000142;387362;16/05/2025;2686,59;17/05/2025;2627,01
77703374000179;116353;26/12/2025;4902,54;27/12/2025;4666,57
99220157000165;948833;20/01/2025;980,83;24/01/2025;974,21
49756839000133;704120;19/10/2025;4079,61;19/10/2025;3929,98
83400064000192;542177;28/08/2025;2581,43;04/09/2025;2574,39
67332979000133;106476;13/08/2025;2651,81;16/08/2025;2625,75
19112174000164;132568;26/12/2025;2360,69;30/12/2025;2299,57
66271075000123;425613;04/08/2025;985,15;04/08/2025;979,10
37918343000113;185922;16/10/2025;3505,52;18/10/2025;3424,09
41718774000125;548215;29/01/2025;2331,14;31/01/2025;2278,08
24251997000123;500760;06/05/2025;4550,43;12/05/2025;4469,69
66560172000195;200499;09/09/2025;2649,77;15/09/2025;2552,15
82692889000143;386328;30/01/2025;4172,85;05/02/2025;4008,30
50087450000128;619587;27/04/2025;241,87;01/05/2025;232,41
57422630000150;569746;18/08/2025;244,25;22/08/2025;232,07
48556054000127;255679;24/03/2025;3585,95;27/03/2025;3481,70
40219584000110;712797;20/04/2025;1146,77;25/04/2025;1095,21
16975637000134;635342;01/05/2025;4815,60;03/05/2025;4653,88
54095913000119;893387;25/07/2025;1681,34;26/07/2025;1622,91
46331944000186;700767;08/01/2025;2004,69;10/01/2025;1905,72
54479129000149;135722;02/12/2025;2982,24;02/12/2025;2912,75
16652984000146;313478;10/07/2025;262,16;13/07/2025;258,62
31268372000178;897406;17/07/2025;78,83;17/07/2025;76,81
49399735000152;566392;16/03/2025;2117,64;16/03/2025;2052,94
21439516000112;179426;18/01/2025;3118,65;23/01/2025;2976,23
22058146000180;286597;06/05/2025;2984,14;08/05/2025;2918,01
78777482000199;922844;16/11/2025;313,41;20/11/2025;306,05
69658484000152;863041;30/11/2025;3189,36;30/11/2025;3104,47
31727250000161;253824;01/11/2025;171,46;03/11/2025;169,72
24496926000118;516373;18/07/2025;1414,31;21/07/2025;1370,63
45643169000197;710862;20/09/2025;2123,92;20/09/2025;2061,09
27072317000112;113078;27/01/2025;2135,20;31/01/2025;2065,61
50387856000181;556943;14/01/2025;553,10;14/01/2025;550,95
31030250000171;588544;01/09/2025;2517,04;03/09/2025;2499,10
74988808000160;794704;03/07/2025;2344,14;05/07/2025;2284,08
18121468000118;637746;10/12/2025;2136,87;16/12/2025;2080,58
27025865000175;125835;13/01/2025;2359,28;14/01/2025;2279,15
40364003000183;548074;05/07/2025;2109,14;06/07/2025;2074,54
74470102000192;772715;30/03/2025;3176,02;03/04/2025;3113,30
96555031000148;587452;20/05/2025;2921,19;25/05/2025;2861,36
95071598000157;899000;08/11/2025;3732,16;10/11/2025;3548,66
71252385000146;580862;29/08/2025;1225,69;03/09/2025;1185,17
69092237000127;603890;09/08/2025;4415,84;13/08/2025;4229,90
64327043000196;305673;28/03/2025;4075,59;31/03/2025;4053,76
36119962000143;941419;20/03/2025;2160,04;27/03/2025;2117,45
60225492000197;583102;25/01/2025;1639,44;25/01/2025;1571,02
21270637000176;584080;13/05/2025;1064,66;13/05/2025;1041,71
87110815000175;987761;10/03/2025;4433,52;13/03/2025;4330,58
68114383000132;417451;20/03/2025;4437,49;23/03/2025;4313,01
79237065000142;366861;09/04/2025;3950,11;11/04/2025;3871,73
58777104000170;272095;15/04/2025;3887,79;18/04/2025;3761,78
37375403000113;882079;18/08/2025;1597,31;19/08/2025;1570,76
30372040000193;967160;13/11/2025;2410,81;13/11/2025;2385,22
82778297000162;870411;05/04/2025;3439,30;12/04/2025;3308,26
58694461000139;608259;04/10/2025;4533,29;09/10/2025;4463,71
69591892000143;726098;04/03/2025;2520,31;11/03/2025;2418,08
73760929000172;962063;15/01/2025;151,45;22/01/2025;147,42
16478440000164;754415;31/07/2025;831,11;06/08/2025;793,96
13257817000152;765890;14/02/2025;3497,80;20/02/2025;3430,81
43489976000143;269290;12/02/2025;3922,53;15/02/2025;3803,87
65091801000189;791470;13/08/2025;2432,52;15/08/2025;2320,78
97061127000194;423108;14/01/2025;2785,25;16/01/2025;2778,13
64415919000144;299164;19/08/2025;1491,68;26/08/2025;1448,07
55750057000186;119578;04/08/2025;3190,55;06/08/2025;3059,15
12075307000193;745432;11/12/2025;2812,18;12/12/2025;2772,82
96311825000119;105303;07/10/2025;1199,41;09/10/2025;1188,10
44638402000149;554663;07/04/2025;2684,13;12/04/2025;2634,93
74760626000179;161429;23/02/2025;3438,32;27/02/2025;3390,81
91813846000183;426153;25/04/2025;2059,36;30/04/2025;1992,86
12707152000117;731266;07/09/2025;2114,95;10/09/2025;2064,59
10483009000168;347870;27/04/2025;4096,85;04/05/2025;4083,05
98754155000140;677859;30/07/2025;1557,59;30/07/2025;1539,85
35114331000161;638573;13/03/2025;3964,27;17/03/2025;3926,84
19181126000197;377025;06/12/2025;2560,68;06/12/2025;2434,19
53983638000166;144493;22/10/2025;838,80;22/10/2025;796,88
43002677000113;230747;29/07/2025;1324,81;30/07/2025;1261,24
45189068000146;714912;16/05/2025;1517,47;18/05/2025;1508,66
44857566000153;606696;15/12/2025;3622,94;22/12/2025;3524,39
51712711000192;932093;14/08/2025;1874,14;14/08/2025;1844,14
53611327000181;655809;17/07/2025;1742,16;20/07/2025;1683,55
53004638000188;502918;06/03/2025;3285,47;11/03/2025;3280,08
49523160000153;506136;14/09/2025;428,15;18/09/2025;420,94
63670304000192;199040;07/03/2025;713,58;10/03/2025;681,93
14602703000150;552002;10/06/2025;1344,31;15/06/2025;1290,52
55959777000198;109836;03/07/2025;1503,14;09/07/2025;1494,54
43211706000178;777079;04/05/2025;441,85;05/05/2025;440,87
74805153000158;628869;12/11/2025;1767,63;13/11/2025;1748,23
84435411000141;233003;02/02/2025;3269,40;07/02/2025;3220,78
46253541000172;898030;04/01/2025;3671,66;07/01/2025;3540,67
83573277000141;451761;12/10/2025;4639,24;14/10/2025;4486,44
96592343000174;267198;07/09/2025;2071,67;09/09/2025;2020,23
66147137000154;513286;25/11/2025;4088,28;01/12/2025;3967,72
18206371000111;495353;02/09/2025;418,38;07/09/2025;416,75
85322399000110;896927;23/08/2025;3536,29;29/08/2025;3532,20
76665205000188;452719;01/06/2025;4612,48;03/06/2025;4456,69
34145666000175;370258;03/10/2025;3888,06;04/10/2025;3812,78
37048284000164;386655;29/10/2025;3139,40;01/11/2025;3069,05
58194609000114;924812;21/02/2025;4274,49;24/02/2025;4171,09
12553509000185;722319;08/04/2025;894,63;12/04/2025;852,41
11859223000124;555680;04/03/2025;2345,04;07/03/2025;2254,70
66133161000143;814807;18/06/2025;716,11;22/06/2025;710,45
76151353000122;234633;28/01/2025;3814,16;03/02/2025;3760,04
78787717000154;445115;22/02/2025;216,35;24/02/2025;207,85
77584908000130;816103;30/05/2025;1584,45;04/06/2025;1548,90
68198775000156;106793;08/02/2025;1359,80;12/02/2025;1327,42
87560756000119;630365;18/07/2025;2232,68;21/07/2025;2154,26
43331339000156;555902;19/11/2025;2329,10;24/11/2025;2290,26
23896408000164;763478;19/10/2025;2362,42;21/10/2025;2250,54
81956481000168;143176;23/09/2025;3199,78;28/09/2025;3079,49
84468373000173;124910;27/01/2025;4917,44;01/02/2025;4911,06
55367528000159;502414;07/07/2025;2284,55;11/07/2025;2223,76
28911812000166;352370;30/05/2025;3603,33;05/06/2025;3527,79
28211601000189;802423;23/04/2025;2123,16;29/04/2025;2029,72
66682123000153;993133;24/05/2025;4433,73;28/05/2025;4328,93
15990542000121;521445;29/12/2025;4787,73;31/12/2025;4613,85
77225037000164;278621;18/11/2025;399,64;22/11/2025;390,90
29358818000134;387037;17/05/2025;1913,73;17/05/2025;1870,60
39685433000126;979090;18/09/2025;3771,50;22/09/2025;3605,49
19695090000185;816278;13/03/2025;4733,35;18/03/2025;4713,28
95361144000197;552440;03/07/2025;521,58;05/07/2025;518,75
27127973000199;415988;31/03/2025;4505,47;04/04/2025;4435,57
50533802000110;799763;20/01/2025;407,68;22/01/2025;405,74
18221818000142;297371;20/07/2025;3330,01;23/07/2025;3220,68
16492365000134;888041;24/05/2025;1292,57;29/05/2025;1249,18
15305275000187;473247;20/10/2025;1782,63;24/10/2025;1703,14
44302606000177;869485;13/12/2025;1902,34;20/12/2025;1871,24
82997504000129;103089;17/05/2025;4858,53;19/05/2025;4695,48
81162037000178;200530;15/12/2025;3276,67;20/12/2025;3183,37
57762007000190;742634;25/04/2025;3975,42;26/04/2025;3865,54
32936026000175;194194;27/01/2025;695,81;03/02/2025;672,27
38196927000154;939903;28/10/2025;4251,33;04/11/2025;4236,06
84176792000192;230243;02/01/2025;3472,93;06/01/2025;3359,02
21197719000122;834871;12/08/2025;3868,03;16/08/2025;3760,40
50195998000159;382984;29/11/2025;2599,61;04/12/2025;2584,65
38641502000122;893199;04/03/2025;4581,17;08/03/2025;4562,79
59647327000146;600516;29/04/2025;595,54;05/05/2025;580,13
61282328000142;825719;17/09/2025;4276,25;19/09/2025;4140,01
12172051000187;511517;29/09/2025;1335,81;01/10/2025;1331,39
51906879000161;880361;22/02/2025;265,59;27/02/2025;261,03
14602114000153;160787;12/02/2025;2610,22;18/02/2025;2514,74
87944489000142;857906;06/03/2025;4375,48;07/03/2025;4157,56
27736180000170;692199;08/02/2025;519,24;09/02/2025;513,22
54204951000188;808674;11/02/2025;1196,02;17/02/2025;1138,69
12224588000121;718986;26/12/2025;3891,07;28/12/2025;3760,25
20314864000145;228414;10/05/2025;4013,73;17/05/2025;3814,45
66300903000178;634634;30/06/2025;845,02;07/07/2025;823,72
95902677000120;511902;02/02/2025;4440,48;08/02/2025;4297,17
70808776000178;886802;27/06/2025;2778,19;01/07/2025;2646,79
85130693000151;542918;29/06/2025;628,78;05/07/2025;605,54
14452221000145;621994;03/11/2025;3702,13;07/11/2025;3553,93
90448764000114;685542;11/09/2025;3951,94;17/09/2025;3839,20
73009238000124;391382;01/10/2025;4334,44;02/10/2025;4210,10
42545456000121;681133;28/04/2025;3888,57;29/04/2025;3785,39
46949394000187;560408;31/12/2025;90,53;31/12/2025;86,84
43991442000110;797849;16/06/2025;2838,03;20/06/2025;2810,51
64335681000184;100402;17/09/2025;1686,53;21/09/2025;1614,75
74721622000197;473870;19/03/2025;646,24;19/03/2025;644,77
60568458000142;654853;11/05/2025;3258,88;18/05/2025;3154,70
46944149000144;685287;15/03/2025;3791,52;20/03/2025;3749,16
93764209000129;884625;27/11/2025;2726,74;28/11/2025;2622,05
47181225000139;854723;17/06/2025;2994,07;17/06/2025;2932,07
11373038000147;331199;15/05/2025;336,89;19/05/2025;323,21
46374233000113;932717;14/05/2025;3276,48;16/05/2025;3170,07
14777618000152;330344;24/09/2025;65,16;28/09/2025;63,64
17879806000113;733197;24/10/2025;1268,27;27/10/2025;1244,09
54359661000129;443627;25/04/2025;2240,53;01/05/2025;2153,21
30998697000199;198629;17/09/2025;2359,73;23/09/2025;2252,11
61408615000164;115255;31/07/2025;3263,26;04/08/2025;3201,13
57046182000132;260147;09/01/2025;4977,45;12/01/2025;4976,18
12825684000199;741508;13/09/2025;4147,88;14/09/2025;3996,96
71610594000186;634601;30/11/2025;252,99;01/12/2025;242,58
98251349000195;508719;29/01/2025;1937,48;29/01/2025;1902,65
52728897000129;656068;05/12/2025;4196,76;07/12/2025;4148,44
38413548000145;399210;10/06/2025;1349,92;17/06/2025;1312,51
62966769000159;249779;24/05/2025;1449,08;25/05/2025;1439,80
91364755000159;880495;04/04/2025;954,15;07/04/2025;911,08
96887836000135;862300;08/02/2025;3516,37;08/02/2025;3381,18
26637944000199;951684;22/02/2025;2254,43;01/03/2025;2204,63
96770192000177;693524;08/11/2025;476,33;08/11/2025;460,25
41031501000158;544299;06/08/2025;1461,38;11/08/2025;1429,95
24418545000184;188803;08/06/2025;955,43;12/06/2025;937,06
90067478000146;801200;15/11/2025;2891,53;21/11/2025;2823,79
24688513000189;541547;17/01/2025;4205,46;17/01/2025;4186,52
66758701000152;348720;13/12/2025;4505,66;16/12/2025;4456,78
58028590000172;547673;23/02/2025;3433,04;27/02/2025;3360,42
80123051000151;501459;14/01/2025;4629,63;15/01/2025;4564,57
24519547000149;998388;20/02/2025;317,45;23/02/2025;307,06
33209399000128;343257;22/08/2025;3331,85;25/08/2025;3231,54
12375808000168;828687;07/06/2025;3759,26;09/06/2025;3647,43
62998342000183;797878;18/07/2025;4257,56;20/07/2025;4150,87
43813570000168;620487;21/05/2025;3826,65;23/05/2025;3722,59
68769640000185;799772;07/12/2025;4173,89;11/12/2025;4138,38
22333158000112;402732;03/11/2025;2916,49;09/11/2025;2859,39
47440002000143;536866;15/06/2025;2868,76;19/06/2025;2832,81
85557440000152;796162;09/04/2025;4303,67;10/04/2025;4131,81
39981452000148;651549;28/05/2025;4645,27;29/05/2025;4472,84
94339758000199;408447;04/07/2025;4138,00;05/07/2025;4003,59
38874624000182;984476;31/10/2025;2070,68;03/11/2025;2053,28
37706856000118;726488;29/06/2025;2065,62;04/07/2025;2053,62
88699797000166;813697;07/06/2025;941,82;09/06/2025;907,63
70715658000121;398122;23/11/2025;2488,96;24/11/2025;2432,56
17364089000182;231536;27/09/2025;427,80;04/10/2025;417,05
80936681000154;804278;26/11/2025;4113,13;28/11/2025;4075,54
35059636000195;553418;08/05/2025;1317,83;15/05/2025;1315,84
87146257000134;180112;22/09/2025;580,31;28/09/2025;564,86
98373743000151;556481;21/01/2025;4452,75;21/01/2025;4363,01
89441153000156;283657;06/03/2025;932,00;13/03/2025;887,38
68034652000114;103370;22/04/2025;577,01;25/04/2025;559,14
70044706000186;533796;11/05/2025;54,15;18/05/2025;51,47
91969942000194;628433;06/10/2025;2736,46;11/10/2025;2687,47
84667667000132;736856;01/08/2025;477,68;08/08/2025;474,88
46941558000123;400826;09/01/2025;4729,67;12/01/2025;4511,76
13821496000157;499238;25/05/2025;4010,75;28/05/2025;3810,82
50660546000182;451712;24/07/2025;898,66;24/07/2025;894,50
20105033000123;339057;07/06/2025;4459,49;14/06/2025;4251,55
80922156000134;466355;08/09/2025;3914,34;11/09/2025;3771,02
73789548000110;853662;27/09/2025;1598,18;03/10/2025;1527,17
33689799000195;725341;08/05/2025;2399,79;09/05/2025;2309,48
14158249000112;208041;11/06/2025;3444,77;14/06/2025;3419,46
47696004000161;394463;01/03/2025;237,83;04/03/2025;226,15
28135188000181;666751;16/09/2025;4670,84;22/09/2025;4646,48
89909925000170;807542;26/09/2025;1464,10;29/09/2025;1460,95
63607385000123;980676;08/11/2025;2036,98;11/11/2025;2016,36
56052275000140;266443;01/02/2025;3464,83;06/02/2025;3357,58
67469603000191;633842;07/02/2025;1031,58;14/02/2025;989,87
57625691000163;341707;31/08/2025;4880,47;06/09/2025;4873,20
21726449000165;679034;31/03/2025;4619,22;03/04/2025;4599,64
20095229000179;112215;19/11/2025;4643,08;20/11/2025;4422,45
70802396000153;776751;24/11/2025;4066,68;26/11/2025;3899,63
31259779000113;919758;16/12/2025;2976,35;22/12/2025;2905,33
60036360000128;137879;17/04/2025;2581,76;17/04/2025;2500,10
40899279000137;834512;04/06/2025;2092,49;10/06/2025;2050,49
96081640000129;873195;02/10/2025;2653,47;06/10/2025;2642,89
77104502000142;252229;23/07/2025;2205,45;30/07/2025;2183,27
42255920000199;160508;01/11/2025;2211,72;03/11/2025;2116,95
